Time,Throughput,Average Latency,Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
25,114.000,8.659,0.475,0.847,11.681,17.250,19.514,20.438,24.748,28.651,0.115
26,111.000,9.117,0.469,0.985,10.420,18.718,20.006,20.510,29.777,29.958,0.110
27,111.000,9.037,0.891,1.129,7.572,18.004,18.965,20.174,26.415,28.449,0.111
28,97.000,10.213,0.645,0.996,11.677,17.982,20.107,20.566,61.302,61.302,0.098
29,108.000,9.248,0.597,0.977,11.689,18.203,19.574,20.518,21.388,28.789,0.108
30,129.000,7.717,0.456,0.838,0.987,13.067,19.474,20.387,22.168,24.712,0.130
31,113.000,8.873,0.452,0.809,11.685,18.249,19.516,20.397,21.335,22.343,0.113
32,107.000,9.302,0.434,0.830,11.690,18.320,20.369,20.635,32.096,49.849,0.108
33,132.000,7.547,0.412,0.485,11.148,13.017,19.008,19.467,20.452,20.864,0.132
34,118.000,8.510,0.401,0.481,0.770,13.010,20.005,21.304,50.859,52.401,0.118
35,131.000,7.630,0.435,0.487,11.156,12.536,19.066,20.354,21.153,21.284,0.131
36,152.000,6.511,0.397,0.461,0.628,12.499,18.177,19.234,20.830,28.269,0.154
37,128.000,7.875,0.406,0.488,11.227,12.977,19.034,19.903,20.838,20.958,0.127
38,151.000,6.580,0.401,0.480,0.632,12.526,18.924,19.305,20.893,21.363,0.152
39,132.000,7.590,0.406,0.475,0.771,13.024,19.171,20.177,20.540,66.789,0.132
40,118.000,8.417,0.467,0.957,11.650,13.056,19.081,20.347,23.652,27.632,0.119
41,117.000,8.550,0.469,0.906,11.682,16.647,19.326,20.477,21.355,28.699,0.117
42,134.000,7.465,0.458,0.852,0.975,13.012,19.019,20.082,21.340,28.774,0.134
43,121.000,8.256,0.429,0.837,1.906,15.965,19.109,20.326,21.361,28.242,0.121
44,118.000,8.458,0.446,0.811,11.675,13.041,19.263,20.533,20.606,21.399,0.118
45,109.000,9.269,0.452,0.912,10.976,17.695,20.367,20.607,33.906,55.602,0.108
46,116.000,8.497,0.474,0.905,11.651,17.327,19.414,20.395,20.636,21.109,0.118
47,107.000,9.475,0.468,0.947,11.923,18.355,20.362,20.619,21.544,21.567,0.106
48,139.000,7.119,0.440,0.753,0.945,15.751,19.320,20.381,21.550,21.582,0.140
49,106.000,9.439,0.436,0.899,11.996,17.575,19.495,20.733,20.938,29.237,0.106
50,122.000,8.136,0.447,0.879,0.969,13.341,19.603,20.642,28.106,28.819,0.123
51,113.000,8.859,0.446,0.811,0.963,13.355,19.533,20.703,47.236,56.255,0.113
52,121.000,8.292,0.450,0.860,0.957,18.337,19.924,20.734,20.850,28.944,0.121
53,119.000,8.447,0.474,0.929,3.707,16.537,19.630,20.564,21.559,21.579,0.118
54,124.000,8.023,0.506,0.930,0.988,17.056,19.402,20.583,20.842,21.601,0.125
55,99.000,10.059,0.480,0.947,12.002,19.341,20.667,20.740,21.605,21.605,0.099
56,125.000,8.015,0.467,0.877,0.967,13.341,19.718,20.688,21.646,23.583,0.125
57,123.000,8.074,0.450,0.849,3.835,13.319,19.443,20.685,20.922,21.109,0.124
58,114.000,8.826,0.464,0.847,0.969,17.641,20.541,20.754,47.633,55.913,0.113
59,112.000,8.783,0.592,0.966,11.898,13.244,19.531,20.616,26.023,56.662,0.114
