Time,Bitrate
45.90,942
46.00,940
46.10,942
46.20,942
46.30,941
46.40,942
46.50,942
46.60,940
46.70,942
46.80,942
46.90,942
47.00,942
47.10,940
47.20,942
47.30,942
47.40,942
47.50,942
47.60,941
47.70,939
47.80,928
47.90,940
48.00,942
48.10,942
48.20,942
48.30,942
48.40,941
48.50,941
48.60,942
48.70,942
48.80,942
48.90,941
49.00,941
49.10,942
49.20,942
49.30,941
49.40,941
49.50,940
49.60,942
49.70,942
49.80,942
49.90,941
50.00,942
50.10,940
50.20,942
50.30,942
50.40,942
50.50,941
50.60,940
50.70,942
50.80,942
50.90,942
51.00,942
51.10,941
51.20,940
51.30,942
51.40,942
51.50,942
51.60,941
51.70,940
51.80,942
51.90,942
52.00,942
52.10,941
52.20,942
52.30,940
52.40,942
52.50,942
52.60,942
52.70,942
52.80,940
52.90,942
53.00,942
53.10,942
53.20,942
53.30,941
53.40,941
53.50,942
53.60,942
53.70,942
53.80,941
53.90,941
54.00,941
54.10,942
54.20,942
54.30,941
54.40,942
54.50,940
54.60,942
54.70,942
54.80,941
54.90,942
55.00,941
55.10,941
55.20,943
55.30,941
55.40,942
55.50,942
55.60,940
55.70,942
55.80,942
55.90,942
56.00,941
56.10,941
56.20,941
56.30,942
56.40,942
56.50,942
56.60,941
56.70,941
56.80,942
56.90,942
57.00,942
57.10,941
57.20,942
57.30,941
57.40,942
57.50,941
57.60,941
57.70,942
57.80,940
57.90,942
58.00,942
58.10,942
58.20,941
58.30,941
58.40,940
58.50,942
58.60,942
58.70,941
58.80,941
58.90,940
59.00,942
59.10,942
59.20,942
59.30,941
59.40,941
59.50,941
59.60,942
59.70,942
59.80,941
59.90,941
60.00,940
60.10,942
60.20,942
60.30,941
60.40,942
60.50,941
60.60,941
60.70,942
60.80,942
60.90,942
61.00,941
61.10,940
61.20,942
61.30,942
61.40,942
61.50,941
61.60,942
61.70,941
61.80,942
61.90,942
62.00,941
62.10,942
62.20,940
62.30,942
62.40,942
62.50,941
62.60,942
62.70,942
62.80,940
62.90,943
63.00,941
63.10,942
63.20,942
63.30,940
63.40,942
63.50,942
63.60,942
63.70,942
63.80,941
63.90,941
64.00,942
64.10,942
64.20,942
64.30,941
64.40,940
64.50,942
64.60,942
64.70,942
64.80,941
64.90,941
65.00,941
65.10,942
65.20,942
65.30,941
65.40,941
65.50,940
65.60,942
65.70,942
65.80,941
65.90,942
66.00,941
66.10,940
66.20,942
66.30,942
66.40,941
66.50,942
66.60,940
66.70,942
66.80,942
66.90,941
67.00,942
67.10,941
67.20,940
67.30,943
67.40,941
67.50,942
67.60,942
67.70,940
67.80,942
67.90,942
68.00,942
68.10,941
68.20,941
68.30,941
68.40,942
68.50,942
68.60,941
68.70,941
68.80,940
68.90,942
69.00,942
69.10,942
69.20,941
69.30,942
69.40,940
69.50,942
69.60,942
69.70,941
69.80,942
69.90,942
70.00,940
70.10,943
70.20,941
70.30,942
70.40,942
70.50,940
70.60,942
70.70,942
70.80,942
70.90,942
71.00,941
71.10,941
71.20,942
71.30,942
71.40,942
71.50,941
71.60,940
71.70,942
71.80,942
71.90,942
72.00,941
72.10,942
72.20,941
72.30,942
72.40,942
72.50,941
72.60,942
72.70,940
72.80,942
72.90,942
73.00,941
73.10,941
73.20,942
73.30,941
73.40,942
73.50,942
73.60,942
73.70,942
73.80,940
73.90,942
74.00,942
74.10,942
74.20,942
74.30,942
74.40,940
74.50,943
74.60,941
74.70,942
74.80,942
74.90,940
75.00,942
75.10,942
75.20,942
75.30,941
75.40,941
75.50,941
75.60,942
75.70,942
75.80,941
75.90,941
76.00,941
76.10,941
76.20,942
76.30,942
76.40,941
76.50,942
76.60,941
76.70,942
76.80,942
76.90,941
77.00,942
77.10,940
77.20,942
77.30,942
77.40,941
77.50,942
77.60,942
77.70,940
77.80,943
77.90,941
78.00,942
78.10,942
78.20,940
78.30,942
78.40,942
78.50,942
78.60,942
78.70,941
78.80,941
78.90,942
79.00,942
79.10,942
79.20,941
79.30,941
79.40,942
79.50,942
79.60,942
79.70,941
79.80,942
79.90,941
80.00,942
80.10,942
80.20,941
80.30,942
