Time,Bitrate
45.90,941
46.00,941
46.10,942
46.20,942
46.30,942
46.40,941
46.50,941
46.60,941
46.70,942
46.80,942
46.90,942
47.00,941
47.10,941
47.20,942
47.30,942
47.40,942
47.50,941
47.60,942
47.70,941
47.80,942
47.90,941
48.00,941
48.10,942
48.20,940
48.30,942
48.40,942
48.50,941
48.60,942
48.70,942
48.80,940
48.90,943
49.00,940
49.10,942
49.20,941
49.30,940
49.40,942
49.50,942
49.60,942
49.70,941
49.80,941
49.90,941
50.00,942
50.10,942
50.20,941
50.30,942
50.40,940
50.50,942
50.60,942
50.70,941
50.80,942
50.90,942
51.00,941
51.10,942
51.20,942
51.30,942
51.40,942
51.50,940
51.60,942
51.70,942
51.80,941
51.90,942
52.00,942
52.10,940
52.20,942
52.30,941
52.40,942
52.50,942
52.60,940
52.70,942
52.80,942
52.90,942
53.00,941
53.10,941
53.20,941
53.30,942
53.40,941
53.50,942
53.60,941
53.70,941
53.80,942
53.90,942
54.00,942
54.10,941
54.20,941
54.30,942
54.40,942
54.50,942
54.60,941
54.70,942
54.80,940
54.90,942
55.00,942
55.10,941
55.20,942
55.30,941
55.40,941
55.50,942
55.60,941
55.70,941
55.80,942
55.90,940
56.00,942
56.10,942
56.20,942
56.30,942
56.40,940
56.50,942
56.60,942
56.70,941
56.80,941
56.90,942
57.00,940
57.10,942
57.20,942
57.30,942
57.40,917
57.50,941
57.60,942
57.70,941
57.80,940
57.90,942
58.00,942
58.10,942
58.20,942
58.30,941
58.40,941
58.50,942
58.60,941
58.70,942
58.80,941
58.90,941
59.00,942
59.10,942
59.20,941
59.30,941
59.40,941
59.50,941
59.60,942
59.70,942
59.80,941
59.90,942
60.00,940
60.10,942
60.20,942
60.30,942
60.40,941
60.50,942
60.60,941
60.70,942
60.80,942
60.90,941
61.00,942
61.10,940
61.20,942
61.30,942
61.40,941
61.50,942
61.60,941
61.70,941
61.80,942
61.90,942
62.00,942
62.10,942
62.20,940
62.30,942
62.40,942
62.50,942
62.60,942
62.70,941
62.80,941
62.90,942
63.00,941
63.10,942
63.20,941
63.30,941
63.40,942
63.50,942
63.60,942
63.70,941
63.80,942
63.90,941
64.00,942
64.10,942
64.20,941
64.30,942
64.40,940
64.50,942
64.60,942
64.70,941
64.80,942
64.90,942
65.00,940
65.10,943
65.20,941
65.30,942
65.40,942
65.50,940
65.60,942
65.70,942
65.80,942
65.90,942
66.00,941
66.10,941
66.20,942
66.30,942
66.40,942
66.50,941
66.60,940
66.70,942
66.80,942
66.90,941
67.00,941
67.10,942
67.20,941
67.30,942
67.40,942
67.50,941
67.60,942
67.70,940
67.80,942
67.90,942
68.00,941
68.10,942
68.20,942
68.30,940
68.40,942
68.50,942
68.60,942
68.70,942
68.80,940
68.90,942
69.00,942
69.10,941
69.20,942
69.30,942
69.40,940
69.50,943
69.60,941
69.70,942
69.80,942
69.90,940
70.00,942
70.10,942
70.20,942
70.30,942
70.40,941
70.50,941
70.60,942
70.70,942
70.80,941
70.90,941
71.00,941
71.10,942
71.20,942
71.30,941
71.40,941
71.50,942
71.60,940
71.70,942
71.80,942
71.90,941
72.00,942
72.10,940
72.20,942
72.30,942
72.40,941
72.50,942
72.60,942
72.70,940
72.80,942
72.90,942
73.00,942
73.10,942
73.20,940
73.30,942
73.40,942
73.50,942
73.60,942
73.70,941
73.80,941
73.90,942
74.00,942
74.10,942
74.20,941
74.30,940
74.40,942
74.50,942
74.60,942
74.70,941
74.80,942
74.90,940
75.00,942
75.10,942
75.20,941
75.30,941
75.40,940
75.50,942
75.60,942
75.70,942
75.80,942
75.90,942
76.00,940
76.10,942
76.20,942
76.30,942
76.40,941
76.50,940
76.60,942
76.70,942
76.80,941
76.90,942
77.00,942
77.10,940
77.20,942
77.30,942
77.40,942
77.50,942
77.60,940
77.70,942
77.80,942
77.90,942
78.00,941
78.10,942
78.20,940
78.30,942
78.40,942
78.50,942
78.60,942
78.70,941
78.80,941
78.90,942
79.00,942
79.10,941
79.20,942
79.30,940
79.40,942
79.50,942
79.60,941
79.70,942
79.80,940
79.90,942
80.00,942
80.10,941
80.20,941
80.30,941
